osm_id,name,lat,lon
7577517046,Composite Hospital,25.590552,91.910655
7577517049,ICAR Hospital,25.6789181,91.9094552
7577517055,Civil Hospital,25.4362133,92.2052507
7577517063,Nazareth Hospital,25.4682013,92.2876219
7577517076,Woodland  WK Hospital,25.4692031,92.2391729
7577517077,Jiban Ram Goenka Hospital,25.5752156,91.8714508
7577517078,CHGS Wellness Centre,25.5721912,91.8867398
7577517079,John Roberts Hospital,25.5647415,91.9031082
7579580173,Danak Samguri Hospital,25.5165354,90.1671545
7579580175,"Civil Hospital, Ampati",25.4940162,89.9432399
7579580176,Adventis Mission Hospital,25.6520385,90.3347324
7579580179,Sampalgre Hospital,25.49798,90.618645
7579580180,Maternity and Child Hospital,25.5201568,90.1767347
7579580181,CRPF Composite Hospital,25.5227112,90.18235
7579580182,Gangdobi Hospital,25.912899,90.628695
7579580191,T.B. Hospital,25.5212405,90.2171856
7579580192,T.B. Hospital,25.5079447,91.2738426
7579580193,Civil Hospital,25.9165611,90.6493529
7579580194,Khaldang Rongsrek Hospital,25.9474414,90.6056206
7580090619,Remedy Hospital,24.802966,93.9475392
7580090626,Noor Hospital And Research Institute,24.705028,93.946242
7580090634,Incinerator Plant Hospital,24.8103168,93.9641929
7580090635,Care Foundation Hospital,24.8049777,93.9473355
7580090640,Hillside Charitable Hospital & Research Institute,24.8270906,93.9332964
7580090643,Piles Clinic & Hospital,24.6486497,93.9773152
7580090647,Apex Hospital & Research Centre,24.7782009,93.9277701
7580090651,Advanced Hospital,24.7982563,93.9460854
7580090658,Peace Hospital And Research Institute,24.8120518,93.932019
7580090661,District Hospital,24.625182,94.012785
7580090663,Ayush Hospital,24.831337,93.925439
7580090665,Robins Lisa Hack Hospitals,24.7794408,93.9448822
7580090672,Asian Hospital,24.787954,93.9224072
7580090675,City Hospital,24.821748,93.934591
7580090677,Vision Plus Hospital,24.8133317,93.9267238
7580090678,City Hospital & Research Centre,24.825042,93.944864
7580090679,Iboyaima Hospital & Research Centre,24.7843453,93.9388357
7580090683,Maipakpi Maternity and Child Hospital,24.8155071,93.9427306
7580090685,Chamber Hospital,24.809745,93.936582
7580090686,Shija ENT Hospital,24.8250246,93.93191
7580090687,Sky Hospital & Research Centre,24.813033,93.928092
7580090695,Mangal Hospital,24.8147178,93.9483091
7580090698,Igastrocare Hospital,24.790429,93.925032
7588412939,District Hospital,24.315521,93.984819
7588412940,Ayurvedic Hospital,24.6497008,93.8989569
7588412944,Women Hospital,25.107044,94.36126
7588412945,Tuberculosis Hospital,24.6356578,93.7650877
7588412948,Nazaret Hospital,24.3427925,93.695123
7588412952,Sun Hospital,24.5194473,93.9426554
7588412954,District Hospital,25.285501,94.030172
7588412958,Rangini Hospital,24.645764,93.8976452
7588412962,Nambol Hospital,24.719028,93.846725
7588412964,CHSRC Hospital,25.088019,94.3627241
7588412965,Nature Cure Hospital,24.5063272,93.9654142
7588412967,EMA Hospital,24.497729,93.982997
7588412969,ACS Hospital,24.7170462,93.8328903
7588412970,Dam Dam Hospital,25.146992,93.967622
7588412973,Kangpoki Mission Hospital,25.160697,93.96399
7588412974,District Hospital,24.975133,93.497247
7588412975,Atipu Hospital,24.9859138,93.4994811
7588412976,"CHC, Jiribam",24.806942,93.1158562
7588412977,District Hospital,24.7793336,93.1396322
7588412978,Jiribam Hospital,24.778685,93.1387555
7614502531,Lenjem Hospital,26.330963,94.530994
7614502538,Civil Hospital,25.5734942,94.3047665
7614502539,City Hospital,25.906627,93.731253
7614502541,Unit Hospital,26.2704552,94.4469613
7614502542,Sanis Hospital,26.2057603,94.2004138
7614502546,Khuzama T.B. Hospital,25.5242888,94.1308005
7614502552,Assamrifle Hospital,26.3176018,94.5094781
7614502553,Civil Hospital,25.8820969,94.7815154
7614502559,Dimapur Hospital and Research Centre,25.9055101,93.7500946
7614502562,N.Ezung Hospital,26.091946,94.257752
7614502565,Assamrifle Hospital,25.692885,94.4557927
7614502568,Fellowship Nursing Home,25.9142282,93.7096698
7614502572,Zuketsa Hospital,25.5381468,94.228953
7614502573,Nagaland Multispeciality Hospital & Research Centre,25.908579,93.716553
7614502575,Kezocha Hospital,25.592514,94.189416
7614502576,Shamator Hospital,26.070246,94.875934
7614502578,Regimental Hospital,25.732764,94.108014
7614502587,General Hospital,25.7227121,94.3242418
7614502588,Olive Christian Hospital and Reserch Centre,25.8872853,93.7556933
7614502589,Rapha Hospital,26.7219386,95.0289195
7614502593,JK Hospital,25.909739,93.712297
7614502598,New Puilwa Hospital,25.4816237,93.7887183
7614502599,Kohima Mental Hospital,25.6448895,94.1032895
7614502600,Unit Hospital,26.8972914,95.0894333
7614502604,Referral Hospital,25.801377,93.784951
7614502613,NPPC Hospital,26.7142848,94.6351003
7614502615,Civil Hospital,25.8103371,94.845178
7614502620,Shamrock Hospital,25.9083545,93.7035979
7615097179,Tashiding Hospital,27.327142,88.286698
7615097183,District Hospital,27.1712753,88.3750115
7615097189,Lachen Hospital,27.7296019,88.5508921
7615097191,Baidhya Ayurvedic Hospital,27.2276025,88.495588
7615097197,Mangan District Hospital,27.490878,88.531877
7615097198,Government Hospital,27.314817,88.597016
7615097203,STNM Multispeciality Hospital,27.2436348,88.5987252
7615097209,50 Bedded Ayush Hospital,27.289573,88.245448
7615441763,Samaritan Hormin Hospital,27.10857,93.697428
7615441764,Governmnet Hospital,28.3214998,94.9541877
7615441765,District Hospital,27.353033,93.043222
7615441766,Niba Hospital,27.0973479,93.6770975
7615441767,District Hospital,28.141538,95.8405081
7615441768,Tago Memorial Hospital,27.1301214,93.7474761
7615441769,Heema Hospital,27.1008421,93.6281623
7615441770,District Hospital,27.9280499,96.1581662
7615441771,Longing Hospital,26.88521,95.321261
7615441773,District Hospital,27.1392719,95.7386846
7615441776,Men-Tsee-Khang Hospital,27.9116303,96.1287519
7615441777,RGU Health Centre,27.153219,93.7673813
7615441778,Government Hospital,27.664404,95.868314
7621605909,Daluchara Ayorvedik Hospital,23.9965273,91.8281359
7621605910,ASR Hospital,23.8263332,91.2819867
7621605911,Venkataeswara Hospitals,23.8303963,91.2864718
7621605912,Irani Hospital,24.3650387,92.0209683
7621605914,Ambassa Government Hospital,23.9224905,91.8535273
7621605916,VHAT Eye Hospital,23.878826,91.254702
7621605917,Rajkandi Hospital,24.168476,91.958401
7621605918,Jalabasa Hospital,24.259235,92.181908
7621605923,Makunda Christian Missionary Hospital,23.9149437,91.8331377
7621605925,Homoeopathic Hospital,23.8077381,91.2981913
7621605927,Ganganagar Hospital,23.7761829,91.8458544
7621605931,Hapania Hospital,23.7848589,91.2591853
7621605933,Eye Hospital,24.3717301,92.1516952
7621605934,Kherengbar Hospital,23.7902884,91.4424673
7621605936,Krishnatilla Hospital,24.087221,92.11378
7621733287,Mercy Hospital,23.335851,92.85481
7621733288,LRM Hospital,23.744316,92.723445
7621733290,DM Hospital,23.4775412,93.3256866
7621733291,John Williams Hospital,22.882938,92.748073
7621733292,Khawhai Hospital,23.3868791,93.1267303
7621733294,Med Aim Adventist Hospital,23.4726288,93.3343849
7621733296,Hope Hospital,22.8869856,92.744105
7621733298,Rosewood Hospital,23.7311693,92.717955
7621733299,Zotres Hospital,23.68029,92.7249518
7621733300,"District Hospital , Siaha",22.4895876,92.9791567
7621733301,City Hospital,23.716618,92.7164176
7638517587,Zawlnuam Hospital,24.1331197,92.331995
8195862931,"Government Hospital, Durtlang North",23.7923544,92.7295691
8205237694,"Government Hospital, Zakhama",25.6036868,94.1225184
9140652038,Hayuliang Hospital,28.0821116,96.5245627
9376210530,Diphu Medical College,25.8319306,93.4301196
9378909936,Rengpoli Hospital,25.8483799,93.4457832
9404347698,Catholic Hospital,25.9178545,93.4412065
9463171417,Katonibari T.E. Hospital,26.6721971,94.3079145
9570931273,Puja Hospital,27.4876483,94.9187603
9653476116,Unknown,26.4524994,92.3923023
10222800618,Haflong Civil Hospital,25.1821635,93.0111217
10222803717,TB Hospital,25.180907,93.0098019
10241366020,Gangra Community Clinic,23.1111089,91.3349786
10241429256,Bhazonkora Community Health Center,23.0993318,91.3417171
10248459009,Kohima Diagnostic Center,25.6556899,94.0990558
10260401001,Batisa Union Health and Family Welfare Centre,23.1977995,91.312882
10262777719,Upazila Animal Resources Department and Veterinary Hospital,23.2215644,91.3128155
10266597779,Chauddagram Medinova Diagnostic Centre,23.2303924,91.3135754
10268879481,Family Welfare Center. Wazirpur Union,23.2440315,91.308635
10278372098,The Apollo Hospital Consultancy & Diagnostic Center.,23.3347761,91.2714191
10278399141,Meah Bazar Medical Cente,23.3366077,91.2699759
10285608845,Dr. J.K. Saikia Homeopathic Medical College & Hospital,26.7319159,94.2210406
10286789528,vatpara Hospital,23.3689659,91.2493842
10743479435,Melongkhar BHU II,27.4728264,91.6593191
10895824519,Military Hospital,25.5711799,91.8720444
11032189484,Unknown,26.4512331,92.0292256
11281494243,Swasti Hospital,26.4282202,91.6290284
11351332651,ONGC Medical Section Jorhat,26.7538629,94.2029298
11353484755,"District PHE Lab, Tura",25.5156079,90.1858984
11356598239,Pharmacy,26.4555109,94.5520485
11356598277,Pharmacy,26.491486,94.8047989
11357212788,Unknown,26.2015666,93.1341127
11357461273,water supply office,26.1040401,93.0259084
11357461274,Arogyao clinic,26.1056779,93.0282789
11357461275,Chowdhury Pharmacy,26.1060055,93.0289923
11357651010,Tura Civil Hospital,25.5150175,90.2038069
11368386087,Ruksana Medical,26.1059221,93.0298574
11378893230,Ebenezar Hospital,23.7311933,92.7078441
11577200069,Nagaland Institute of Medical Sciences and  Research (NIMSR),25.6949558,94.1232645
11687780154,Wipro GE Healthcare Private Ltd.,26.1651971,91.7795015
11833697370,Apollo Excelcare Hospital,26.1280003,91.6814189
11934315725,Tura Christian Hospital,25.5182853,90.2189168
12290565692,Unknown,24.9167936,92.7775079
12350533315,DMC main entrace gate,25.8368818,93.4304437
12462035169,Ichamati Community Health Center,25.1699082,91.6919619
12470636101,151 Base Hospital,26.1035923,91.797421
12723267937,ဘုက္ကန်တိုက်နယ်ဆေးရုံ,23.9158573,94.1848823
12747295824,သီကိရ်(ခ)တိုက်နယ်ဆေးရုံ,22.657253,93.178422
12747295830,ရိခေါဒါရ်တိုက်နယ်ဆေးရုံ,23.32653,93.39352
12809375710,Christian Mission Hospital,25.2008996,90.1850064
12976265036,MARWARI HOSPITAL,26.171787,91.7403051
12976374613,APOLLO HOSPITAL,26.1745848,91.7727582
12976833828,KIMS HOSPITAL CLINIC,26.1665774,91.7793794
12977236602,Eye care medico,26.1442034,91.7815068
13016771424,Gate Hospitals,26.1781709,91.8040736
13016790569,KGMT HOSPITAL,26.1723864,91.781511
13152710101,লংকা বি পি এইচ চি,25.9174131,92.9550879
13152868701,লংকা বি পি এইচ,25.9175556,92.9551526
13294142201,Mercy Hospital,26.347434,92.6639524
13323617001,Orthocare Hospital,26.6514037,92.7961644
13506229594,"H.M. Hospital , Hatigaon",26.130908,91.786135
13511289074,WINTROBE HOSPITAL,26.1851882,91.756084
13511399119,ADVANCE NEUROSCIENCE HOSPITAL,26.1450407,91.7852575
13511618593,Name care hospital,26.1641904,91.7693287
13511670283,NEMCARE HOSPITAL,26.1641904,91.7691448
13516613210,DOCTORS CHAMBER,26.1414434,91.726007
13516613211,SEEMA MEDICOS,26.1413861,91.7259884
13516940946,Guwahati Netralaya eye hospital,26.1713661,91.737574
13523388563,Vision hospital,26.1760095,91.7400173
13528656001,Nalbari Medical College and Hospital (NMCH),26.412844,91.512999
13823567101,Trevi Hospital,24.8397558,93.9232091
13859586303,Nagaon Medical College and Hospital,26.3658031,92.7130899
